Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
18445081462482954580,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462482960176,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462482962739,000001F3,false,Rx,0,2,C0,E0,00,00,00,00,00,00,
18445081462482963636,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462482963893,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462482964149,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462482964320,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462482966627,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462482966840,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462482967096,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462482970599,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462482974188,0000019D,false,Rx,0,8,C0,00,3F,FD,00,00,00,FF,
18445081462482974359,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462482974615,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462482976195,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462482976452,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462482976708,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462482976964,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462482977221,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462482977392,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462482977648,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462482977861,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462482978032,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462482979058,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462482979314,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462482979570,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462482980125,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462482982518,000003F9,false,Rx,0,8,00,00,00,00,69,00,0B,02,
18445081462482982689,000003FB,false,Rx,0,2,00,37,00,00,00,00,00,00,
18445081462482983073,000001E1,false,Rx,0,5,00,FF,11,00,20,00,00,00,
18445081462482985166,000003F1,false,Rx,0,8,00,FF,69,18,82,F3,00,74,
18445081462482988626,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462482988883,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462482989182,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462482989353,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462482990121,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462482990506,000001F3,false,Rx,0,2,00,20,00,00,00,00,00,00,
18445081462482991531,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462482991787,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462482992044,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462482999220,0000019D,false,Rx,0,8,00,00,00,00,00,00,00,FF,
18445081462482999349,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462482999605,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462483000075,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462483001185,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462483001442,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462483001698,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462483001912,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462483002211,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462483002382,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462483004090,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462483004347,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462483004560,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462483010114,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462483010413,000001E1,false,Rx,0,5,00,FE,12,00,40,00,00,00,
18445081462483013659,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462483013915,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462483014172,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462483014343,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462483016564,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462483016820,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462483017077,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462483020579,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462483023142,000001F3,false,Rx,0,2,40,60,00,00,00,00,00,00,
18445081462483024210,0000019D,false,Rx,0,8,40,00,3F,FF,00,00,00,FF,
18445081462483024339,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462483024595,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462483026175,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462483026432,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462483026688,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462483026944,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462483027201,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462483027414,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462483027628,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462483027841,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462483028012,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462483028269,000003C1,false,Rx,0,8,07,65,04,00,00,00,00,00,
18445081462483028525,000003D1,false,Rx,0,8,00,3E,80,00,00,00,00,00,
18445081462483029123,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462483029337,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462483029593,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462483030234,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462483030618,0000012A,false,Rx,0,8,47,00,00,00,B2,58,3F,FF,
18445081462483032498,000003E9,false,Rx,0,8,00,00,00,00,00,00,00,00,
18445081462483033267,00000134,false,Rx,0,4,00,00,10,00,00,00,00,00,
18445081462483035488,000001F1,false,Rx,0,8,AE,0F,8B,77,08,00,00,72,
18445081462483037709,000003C9,false,Rx,0,8,07,66,00,00,00,00,00,00,
18445081462483038649,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462483038905,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462483039162,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462483039375,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462483040230,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462483040443,000001E1,false,Rx,0,5,00,FD,13,00,60,00,00,00,
18445081462483041597,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462483041853,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462483042067,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462483049243,0000019D,false,Rx,0,8,80,00,3F,FE,00,00,00,FF,
18445081462483049414,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462483049628,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462483050140,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462483051166,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462483051422,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462483051678,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462483051934,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462483052191,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462483052404,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462483052874,000001F3,false,Rx,0,2,80,A0,00,00,00,00,00,00,
18445081462483054070,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462483054284,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462483054540,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462483060179,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462483063596,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462483063853,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462483064152,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462483064323,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462483066587,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462483066843,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462483067057,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462483070688,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462483072994,000001E1,false,Rx,0,5,00,00,10,00,00,00,00,00,
18445081462483074191,0000019D,false,Rx,0,8,C0,00,3F,FD,00,00,00,FF,
18445081462483074361,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462483074618,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462483076198,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462483076455,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462483076711,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462483076967,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462483077223,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462483077394,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462483077608,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462483077864,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462483077992,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462483079060,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462483079317,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462483079573,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462483080171,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462483080385,000001F3,false,Rx,0,2,C0,E0,00,00,00,00,00,00,
18445081462483088586,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462483088843,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462483089099,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462483089313,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462483090082,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462483091534,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462483091790,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462483092047,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462483099181,0000019D,false,Rx,0,8,00,00,00,00,00,00,00,FF,
18445081462483099309,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462483099565,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462483100078,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462483101146,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462483101402,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462483101658,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462483101914,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462483102171,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462483102384,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462483103068,000001E1,false,Rx,0,5,00,FF,11,00,20,00,00,00,
18445081462483104093,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462483104349,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462483104563,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462483110202,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462483112765,000001F3,false,Rx,0,2,00,20,00,00,00,00,00,00,
18445081462483113577,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462483113833,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462483114132,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462483114303,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462483116609,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462483116823,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462483117079,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462483120625,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462483124213,0000019D,false,Rx,0,8,40,00,3F,FF,00,00,00,FF,
18445081462483124341,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462483124598,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462483126136,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462483126435,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462483126691,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462483126905,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462483127204,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462483127374,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462483127631,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462483127844,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462483127972,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462483128229,000003C1,false,Rx,0,8,07,65,04,00,00,00,00,00,
18445081462483128528,000003D1,false,Rx,0,8,00,3E,80,00,00,00,00,00,
18445081462483129040,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462483129297,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462483129553,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462483130322,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462483130621,0000012A,false,Rx,0,8,47,00,00,00,B2,58,3F,FF,
18445081462483132501,000003E9,false,Rx,0,8,00,00,00,00,00,00,00,00,
18445081462483133355,00000134,false,Rx,0,4,00,00,10,00,00,00,00,00,
18445081462483135405,000001E1,false,Rx,0,5,00,FE,12,00,40,00,00,00,
18445081462483137798,000001F1,false,Rx,0,8,AE,0F,8B,77,08,00,00,72,
18445081462483138652,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462483138908,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462483139165,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462483139378,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462483140147,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462483141557,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462483141813,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462483142069,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462483142966,000001F3,false,Rx,0,2,40,60,00,00,00,00,00,00,
18445081462483145530,000003C9,false,Rx,0,8,07,66,00,00,00,00,00,00,
18445081462483149246,0000019D,false,Rx,0,8,80,00,3F,FE,00,00,00,FF,
18445081462483149374,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462483149630,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462483150100,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462483151168,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462483151425,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462483151681,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462483151937,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462483152194,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462483152364,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462483154073,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462483154329,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462483154543,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462483160182,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462483160438,000001E1,false,Rx,0,5,00,FD,13,00,60,00,00,00,
18445081462483163599,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462483163856,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462483164155,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462483164325,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462483166547,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462483166846,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462483167102,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462483170562,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462483173168,000001F3,false,Rx,0,2,80,A0,00,00,00,00,00,00,
18445081462483174151,0000019D,false,Rx,0,8,C0,00,3F,FD,00,00,00,FF,
18445081462483174321,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462483174578,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462483176158,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462483176415,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462483176628,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462483176927,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462483177184,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462483177354,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462483177611,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462483177824,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462483177995,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462483179106,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462483179320,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462483179576,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462483180174,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462483188547,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462483188803,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462483189102,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462483189273,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462483190084,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462483190554,000001E1,false,Rx,0,5,00,00,10,00,00,00,00,00,
18445081462483191537,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462483191836,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462483192049,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462483199183,0000019D,false,Rx,0,8,00,00,00,00,00,00,00,FF,
18445081462483199354,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462483199611,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462483200166,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462483201148,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462483201405,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462483201661,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462483201917,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462483202174,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462483202345,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462483203113,000001F3,false,Rx,0,2,C0,E0,00,00,00,00,00,00,
18445081462483204053,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462483204310,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462483204523,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462483210119,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462483213579,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462483213836,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462483214092,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462483214306,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462483216527,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462483216783,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462483217039,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462483220585,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462483223191,000001E1,false,Rx,0,5,00,FF,11,00,20,00,00,00,
18445081462483224173,0000019D,false,Rx,0,8,40,00,3F,FF,00,00,00,FF,
18445081462483224344,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462483224601,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462483226138,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462483226437,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462483226651,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462483226950,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462483227206,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462483227377,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462483227634,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462483227847,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462483227975,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462483228232,000003C1,false,Rx,0,8,07,65,04,00,00,00,00,00,
18445081462483228531,000003D1,false,Rx,0,8,00,3E,80,00,00,00,00,00,
18445081462483229043,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462483229300,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462483229556,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462483230368,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462483232461,000003E9,false,Rx,0,8,00,00,00,00,00,00,00,00,
18445081462483232760,000003F9,false,Rx,0,8,00,00,00,00,69,00,0B,02,
18445081462483232888,000003FB,false,Rx,0,2,00,37,00,00,00,00,00,00,
18445081462483233144,000004C1,false,Rx,0,8,00,C9,3F,3B,50,00,00,00,
18445081462483233400,0000012A,false,Rx,0,8,47,00,00,00,B2,58,3F,FF,
18445081462483233614,000004D1,false,Rx,0,8,08,00,05,03,1E,87,00,9C,
18445081462483233913,000004F1,false,Rx,0,8,01,EE,01,EE,00,6B,00,9C,
18445081462483234127,00000772,false,Rx,0,7,00,11,C1,09,00,6F,02,00,
18445081462483235707,00000134,false,Rx,0,4,00,00,10,00,00,00,00,00,
18445081462483237886,00000138,false,Rx,0,5,00,00,00,00,02,00,00,00,
18445081462483238569,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462483238826,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462483239082,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462483239253,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462483240193,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462483240534,000001F1,false,Rx,0,8,AE,0F,8B,77,08,00,00,72,
18445081462483241560,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462483241816,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462483242030,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462483242884,000001F3,false,Rx,0,2,00,20,00,00,00,00,00,00,
18445081462483245618,000003C9,false,Rx,0,8,07,66,00,00,00,00,00,00,
18445081462483247882,000003F1,false,Rx,0,8,00,FF,69,18,82,F3,00,74,
18445081462483249249,0000019D,false,Rx,0,8,80,00,3F,FE,00,00,00,FF,
18445081462483249377,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462483249633,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462483250189,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462483250488,000001E1,false,Rx,0,5,00,FE,12,00,40,00,00,00,
18445081462483251214,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462483251470,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462483251727,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462483251983,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462483252239,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462483252453,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462483252965,000004E1,false,Rx,0,8,42,52,32,31,36,33,36,36,
18445081462483254076,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462483254332,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462483254546,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462483255272,000004E9,false,Rx,0,5,01,20,3E,55,17,00,00,00,
18445081462483255571,00000514,false,Rx,0,8,47,4E,4C,43,32,45,30,34,
18445081462483258049,0000052A,false,Rx,0,8,03,03,FF,FF,FF,FF,02,FF,
18445081462483260227,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462483260655,00000771,false,Rx,0,7,00,40,00,00,00,00,00,00,
18445081462483263559,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462483263816,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462483264115,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
